locus_tag	ftype	length_bp	gene	EC_number	COG	product
VP181_02211	CDS	3165	endo I_1	3.2.1.14		Chitodextrinase
VP181_02212	CDS	882	rhaS_1			HTH-type transcriptional activator RhaS
VP181_02213	CDS	1149	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
VP181_02214	CDS	657				hypothetical protein
VP181_02215	CDS	1269	dctD_3			C4-dicarboxylate transport transcriptional regulatory protein DctD
VP181_02216	CDS	2355	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
VP181_02217	CDS	1287	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
VP181_02218	CDS	1380	uhpC_1		COG2271	Membrane sensor protein UhpC
VP181_02219	CDS	1479	pykA_2	2.7.1.40	COG0469	Pyruvate kinase II
VP181_02220	CDS	735	glnQ_1			Glutamine transport ATP-binding protein GlnQ
VP181_02221	CDS	798	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
VP181_02222	CDS	822	fliY		COG0834	L-cystine-binding protein FliY
VP181_02223	CDS	921	gltK		COG0765	Glutamate/aspartate import permease protein GltK
VP181_02224	CDS	819	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
VP181_02225	CDS	540				hypothetical protein
VP181_02226	CDS	954				hypothetical protein
VP181_02227	CDS	981	cra		COG1609	Catabolite repressor/activator
VP181_02228	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
VP181_02229	CDS	975	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
VP181_02230	CDS	1734	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
VP181_02231	CDS	576				hypothetical protein
VP181_02232	CDS	3060	czcA_4			Cobalt-zinc-cadmium resistance protein CzcA
VP181_02233	CDS	1062	ttgG			Toluene efflux pump periplasmic linker protein TtgG
VP181_02234	CDS	1074	macA_3		COG0845	Macrolide export protein MacA
VP181_02235	CDS	726				HTH-type transcriptional repressor
VP181_02236	CDS	1119	gcvT	2.1.2.10		Aminomethyltransferase
VP181_02237	CDS	624	puuR_1			HTH-type transcriptional regulator PuuR
VP181_02238	CDS	1296	glyA2	2.1.2.1		Serine hydroxymethyltransferase 2
VP181_02239	CDS	381	gcvH		COG0509	Glycine cleavage system H protein
VP181_02240	CDS	2865	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
VP181_02241	CDS	1230				hypothetical protein
VP181_02242	CDS	666				hypothetical protein
VP181_02243	CDS	495				hypothetical protein
VP181_02244	CDS	261				hypothetical protein
VP181_02245	CDS	1077	ltaA	4.1.2.49		L-allo-threonine aldolase
VP181_02246	CDS	870	accD_1	6.4.1.2	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
VP181_02247	CDS	906	pgrR_3			HTH-type transcriptional regulator PgrR
VP181_02248	CDS	615	polC_3	2.7.7.7		DNA polymerase III PolC-type
VP181_02249	CDS	1761		3.6.3.-		Putative multidrug export ATP-binding/permease protein
VP181_02250	CDS	393				hypothetical protein
VP181_02251	CDS	1005	yfhP		COG1988	putative protein YfhP
VP181_02252	CDS	459				hypothetical protein
VP181_02253	CDS	1029	pldA_2	3.1.1.32	COG2829	Phospholipase A1
VP181_02254	CDS	504				hypothetical protein
VP181_02255	CDS	408	cueR_2		COG0789	HTH-type transcriptional regulator CueR
VP181_02256	CDS	507	def2	3.5.1.88	COG0242	Peptide deformylase 2
VP181_02257	CDS	459				hypothetical protein
VP181_02258	CDS	330				hypothetical protein
VP181_02259	CDS	252				hypothetical protein
VP181_02260	CDS	1446				hypothetical protein
VP181_02261	CDS	537				hypothetical protein
VP181_02262	CDS	1347	mgtE_1		COG2239	Magnesium transporter MgtE
VP181_02263	CDS	876				hypothetical protein
VP181_02264	CDS	390				hypothetical protein
VP181_02265	CDS	429				hypothetical protein
VP181_02266	CDS	387	gloA_1	4.4.1.5	COG0346	Lactoylglutathione lyase
VP181_02267	CDS	1101	nemA_2	1.-.-.-	COG1902	N-ethylmaleimide reductase
VP181_02268	CDS	276				hypothetical protein
VP181_02269	CDS	1851	oatA	2.3.1.-		O-acetyltransferase OatA
VP181_02270	CDS	471				hypothetical protein
VP181_02271	CDS	453				hypothetical protein
VP181_02272	CDS	2175	katG_1	1.11.1.21	COG0376	Catalase-peroxidase
VP181_02273	CDS	1542	gltA_1	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
VP181_02274	CDS	480				hypothetical protein
VP181_02275	CDS	678	dpiA		COG4565	Transcriptional regulatory protein DpiA
VP181_02276	CDS	1575	dpiB_1	2.7.13.3	COG3290	Sensor histidine kinase DpiB
VP181_02277	CDS	1404	yflS		COG0471	Putative malate transporter YflS
VP181_02278	CDS	1413	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
VP181_02279	CDS	573	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
VP181_02280	CDS	486				hypothetical protein
VP181_02281	CDS	459				hypothetical protein
VP181_02282	CDS	906	ribN_2			Riboflavin transporter
VP181_02283	CDS	315	sugE			Quaternary ammonium compound-resistance protein SugE
VP181_02284	CDS	2106	empA	3.4.24.-	COG3227	Virulence metalloprotease
VP181_02285	CDS	1368				hypothetical protein
VP181_02286	CDS	540				hypothetical protein
VP181_02287	CDS	387	yecN		COG3788	Inner membrane protein YecN
VP181_02288	CDS	906	rarD_1		COG2962	Protein RarD
VP181_02289	CDS	723				hypothetical protein
VP181_02290	CDS	537	xcpT		COG2165	Type II secretion system protein G
VP181_02291	CDS	975	cheV_3		COG0784	Chemotaxis protein CheV
VP181_02292	CDS	336				hypothetical protein
VP181_02293	CDS	1632				hypothetical protein
VP181_02294	CDS	609	bvgA			Virulence factors putative positive transcription regulator BvgA
VP181_02295	CDS	990	leuO_4			HTH-type transcriptional regulator LeuO
VP181_02296	CDS	1371	dosC_2	2.7.7.65		Diguanylate cyclase DosC
VP181_02297	CDS	606	evgA			DNA-binding transcriptional activator EvgA
VP181_02298	CDS	1167			COG2199	putative signaling protein
VP181_02299	CDS	3666	luxQ_4	2.7.13.3		Autoinducer 2 sensor kinase/phosphatase LuxQ
VP181_02300	CDS	1452				hypothetical protein
VP181_02301	CDS	999	leuO_5			HTH-type transcriptional regulator LeuO
VP181_02302	CDS	855	leuO_6			HTH-type transcriptional regulator LeuO
VP181_02303	CDS	543				hypothetical protein
VP181_02304	CDS	564			COG2885	Outer membrane protein Omp38
VP181_02305	CDS	1386				hypothetical protein
VP181_02306	CDS	579				hypothetical protein
VP181_02307	CDS	543				hypothetical protein
VP181_02308	CDS	1089				hypothetical protein
VP181_02309	CDS	867				hypothetical protein
VP181_02310	CDS	915				hypothetical protein
VP181_02311	CDS	1266			COG4962	Putative conjugal transfer protein
VP181_02312	CDS	1200				hypothetical protein
VP181_02313	CDS	450				hypothetical protein
VP181_02314	CDS	1344	epsD_2			Type II secretion system protein D
VP181_02315	CDS	753				hypothetical protein
VP181_02316	CDS	255				hypothetical protein
VP181_02317	CDS	444				hypothetical protein
VP181_02318	CDS	909	ampR_2			HTH-type transcriptional activator AmpR
VP181_02319	CDS	984	cdhR_3		COG4977	HTH-type transcriptional regulator CdhR
VP181_02320	CDS	3036				hypothetical protein
VP181_02321	CDS	2244	prt_1	3.4.24.3		Microbial collagenase
VP181_02322	CDS	738	pdeG_1	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
VP181_02323	CDS	945	rbgA		COG1161	Ribosome biogenesis GTPase A
VP181_02324	CDS	1182	cqsA	2.3.-.-	COG0156	CAI-1 autoinducer synthase
VP181_02325	CDS	2049	cqsS	2.7.13.3		CAI-1 autoinducer sensor kinase/phosphatase CqsS
VP181_02326	CDS	618		3.1.3.-	COG1011	D-ribitol-5-phosphate phosphatase
VP181_02327	CDS	549				hypothetical protein
VP181_02328	CDS	1125				hypothetical protein
VP181_02329	CDS	1368	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
VP181_02330	CDS	591	lemA		COG1704	Protein LemA
VP181_02331	CDS	1854	htpX_2	3.4.24.-	COG0501	Protease HtpX 
VP181_02332	CDS	357				hypothetical protein
VP181_02333	CDS	1239	yhjX_1			putative MFS-type transporter YhjX
VP181_02334	CDS	1638	fan1	3.1.4.1		Fanconi-associated nuclease 1 
VP181_02335	CDS	1128				hypothetical protein
VP181_02336	CDS	1323	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
VP181_02337	CDS	984				hypothetical protein
VP181_02338	CDS	648				hypothetical protein
VP181_02339	CDS	336	ygiW		COG3111	Protein YgiW
VP181_02340	CDS	900	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
VP181_02341	CDS	906	leuO_7			HTH-type transcriptional regulator LeuO
VP181_02342	CDS	426	ribD_1		COG0117	Riboflavin biosynthesis protein RibD
VP181_02343	CDS	1317				hypothetical protein
VP181_02344	CDS	1731				hypothetical protein
VP181_02345	CDS	1071				hypothetical protein
VP181_02346	CDS	579				hypothetical protein
VP181_02347	CDS	963			COG1721	putative protein
VP181_02348	CDS	984				hypothetical protein
VP181_02349	CDS	1302	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
VP181_02350	CDS	1527	atsA_1	3.1.6.1	COG3119	Arylsulfatase
VP181_02351	CDS	858	leuO_8			HTH-type transcriptional regulator LeuO
VP181_02352	CDS	2316				hypothetical protein
VP181_02353	CDS	1548	atsA_2	3.1.6.1	COG3119	Arylsulfatase
VP181_02354	CDS	1548	atsA_3	3.1.6.1	COG3119	Arylsulfatase
VP181_02355	CDS	423	rstA_1		COG0745	Transcriptional regulatory protein RstA
VP181_02356	CDS	2385				hypothetical protein
VP181_02357	CDS	192				hypothetical protein
VP181_02358	CDS	2967	torS	2.7.13.3	COG0784	Sensor protein TorS
VP181_02359	CDS	1005	torT		COG1879	Periplasmic protein TorT
VP181_02360	CDS	456	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
VP181_02361	CDS	2070	helD	3.6.4.12	COG0210	DNA helicase IV
VP181_02362	CDS	2154	yccS		COG1289	Inner membrane protein YccS
VP181_02363	CDS	198				hypothetical protein
VP181_02364	CDS	300				hypothetical protein
VP181_02365	CDS	11226	algE2	5.1.3.37	COG2931	Mannuronan C5-epimerase AlgE2
VP181_02366	CDS	141				hypothetical protein
VP181_02367	CDS	1458				hypothetical protein
VP181_02368	CDS	276				hypothetical protein
VP181_02369	CDS	1398				hypothetical protein
VP181_02370	CDS	1119				hypothetical protein
VP181_02371	CDS	534				hypothetical protein
VP181_02372	CDS	357				hypothetical protein
VP181_02373	CDS	1236	ccp_1	1.11.1.5	COG1858	Cytochrome c551 peroxidase
VP181_02374	CDS	1623				hypothetical protein
VP181_02375	CDS	735				hypothetical protein
VP181_02376	CDS	1905		3.4.21.-		Thermophilic serine proteinase
VP181_02377	CDS	1494				hypothetical protein
VP181_02378	CDS	450				hypothetical protein
VP181_02379	CDS	531	yodB		COG3038	Cytochrome b561 
VP181_02380	CDS	2166	katG_2	1.11.1.21	COG0376	Catalase-peroxidase
VP181_02381	CDS	471			COG0783	putative protein
VP181_02382	CDS	891	oxyR_1			Hydrogen peroxide-inducible genes activator
VP181_02383	CDS	876				hypothetical protein
VP181_02384	CDS	981				hypothetical protein
VP181_02385	CDS	2451	prt_2	3.4.24.3		Microbial collagenase
VP181_02386	CDS	231				hypothetical protein
VP181_02387	CDS	1350	tam	3.2.1.1		Alpha-amylase
VP181_02388	CDS	294	czrA		COG0640	HTH-type transcriptional repressor CzrA
VP181_02389	CDS	294				hypothetical protein
VP181_02390	CDS	1959	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
VP181_02391	CDS	618	ywrO	1.6.99.-	COG2249	General stress protein 14
VP181_02392	CDS	426	uspA_2		COG0589	Universal stress protein A
VP181_02393	CDS	1572	uup_1		COG0488	ABC transporter ATP-binding protein uup
VP181_02394	CDS	2160		3.4.21.26		Prolyl endopeptidase
VP181_02395	CDS	123				hypothetical protein
VP181_02396	CDS	792				hypothetical protein
VP181_02397	CDS	1143	bepF_2			Efflux pump periplasmic linker BepF
VP181_02398	CDS	3141	bepE_3			Efflux pump membrane transporter BepE
VP181_02399	CDS	1104	ompP1		COG2067	Outer membrane protein P1
VP181_02400	CDS	798				hypothetical protein
VP181_02401	CDS	531	speG	2.3.1.57		Spermidine N(1)-acetyltransferase
VP181_02402	CDS	153				hypothetical protein
VP181_02403	CDS	1068	pleD_3			Response regulator PleD
VP181_02404	CDS	852	pse4	3.5.2.6		Beta-lactamase PSE-4
VP181_02405	CDS	1350	prmB_1	1.18.1.-		Propane 2-monooxygenase, reductase component
VP181_02406	CDS	582				hypothetical protein
VP181_02407	CDS	3141	cusA		COG3696	Cation efflux system protein CusA
VP181_02408	CDS	1716	cusB			Cation efflux system protein CusB
VP181_02409	CDS	1422				hypothetical protein
VP181_02410	CDS	423				hypothetical protein
VP181_02411	CDS	4269	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
VP181_02412	CDS	942				hypothetical protein
VP181_02413	CDS	372				hypothetical protein
VP181_02414	CDS	1101	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
VP181_02415	CDS	927	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
VP181_02416	CDS	948				hypothetical protein
VP181_02417	CDS	1632	mcpQ_4		COG0840	Methyl-accepting chemotaxis protein McpQ
VP181_02418	CDS	1035	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
VP181_02419	CDS	792	yddE	5.1.-.-	COG0384	putative isomerase YddE
VP181_02420	CDS	534				hypothetical protein
VP181_02421	CDS	780	appY_1		COG2207	HTH-type transcriptional regulator AppY
VP181_02422	CDS	1056	acr3		COG0798	Arsenical-resistance protein Acr3
VP181_02423	CDS	342	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
VP181_02424	CDS	1758	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
VP181_02425	CDS	444	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
VP181_02426	CDS	1428	mtlA_2			PTS system mannitol-specific EIICB component
VP181_02427	CDS	1272	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
VP181_02428	CDS	519	fumE	4.2.1.2	COG3722	Fumarase E
VP181_02429	CDS	735				hypothetical protein
VP181_02430	CDS	747	ycdX_2	3.1.3.-	COG1387	putative phosphatase YcdX
VP181_02431	CDS	747				hypothetical protein
VP181_02432	CDS	336				hypothetical protein
VP181_02433	CDS	312				hypothetical protein
VP181_02434	CDS	1158	tyrP_1		COG0814	Tyrosine-specific transport protein
VP181_02435	CDS	330				hypothetical protein
VP181_02436	CDS	1872	pctB_4		COG0840	Methyl-accepting chemotaxis protein PctB
VP181_02437	CDS	1365				hypothetical protein
VP181_02438	CDS	672				hypothetical protein
VP181_02439	CDS	402				hypothetical protein
VP181_02440	CDS	630				hypothetical protein
VP181_02441	CDS	1284	mepM_4	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
VP181_02442	CDS	1821			COG2200	putative signaling protein
VP181_02443	CDS	888	pgrR_4			HTH-type transcriptional regulator PgrR
VP181_02444	CDS	1194	mdtL_2			Multidrug resistance protein MdtL
VP181_02445	CDS	348				hypothetical protein
VP181_02446	CDS	135				hypothetical protein
VP181_02447	CDS	615	PGdx_1	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
VP181_02448	CDS	858	ribN_3			Riboflavin transporter
VP181_02449	CDS	972	ompL_2		COG3203	Porin-like protein L
VP181_02450	CDS	1050	ompF		COG3203	Outer membrane protein F
VP181_02451	CDS	615	ycgM		COG0179	putative protein YcgM
VP181_02452	CDS	312				hypothetical protein
VP181_02453	CDS	711	ygaZ_1		COG1296	Inner membrane protein YgaZ
VP181_02454	CDS	828	btr		COG0614	HTH-type transcriptional activator Btr
VP181_02455	CDS	633	leuE_2		COG1280	Leucine efflux protein
VP181_02456	CDS	423		2.3.1.-		Acetyltransferase
VP181_02457	CDS	1695	pgcA	5.4.2.2		Phosphoglucomutase
VP181_02458	CDS	1218	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
VP181_02459	CDS	1638	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
VP181_02460	CDS	540	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
VP181_02461	CDS	885	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
VP181_02462	CDS	237				hypothetical protein
VP181_02463	CDS	705				hypothetical protein
VP181_02464	CDS	537				hypothetical protein
VP181_02465	CDS	1020				hypothetical protein
VP181_02466	CDS	909	ctaB	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
VP181_02467	CDS	474	fklB_2	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
VP181_02468	CDS	633				hypothetical protein
VP181_02469	CDS	678	oprF_2			Outer membrane porin F
VP181_02470	CDS	360				hypothetical protein
VP181_02471	CDS	543				hypothetical protein
VP181_02472	CDS	546	yaeQ		COG4681	putative protein YaeQ
VP181_02473	CDS	210	cspG_2		COG1278	Cold shock-like protein CspG
VP181_02474	CDS	294	arfA		COG3036	Alternative ribosome-rescue factor A
VP181_02475	CDS	1344	bdlA_1		COG0840	Biofilm dispersion protein BdlA
VP181_02476	CDS	1443			COG2200	putative signaling protein
VP181_02477	CDS	747				hypothetical protein
VP181_02478	CDS	1230	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
VP181_02479	CDS	1236	ytrF		COG0577	ABC transporter permease YtrF
VP181_02480	CDS	714	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
VP181_02481	CDS	1218				hypothetical protein
VP181_02482	CDS	2001	mcpP_4		COG0840	Methyl-accepting chemotaxis protein McpP
VP181_02483	CDS	480			COG0783	putative protein
VP181_02484	CDS	609	mupP	3.1.3.-	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
VP181_02485	CDS	1077	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
VP181_02486	CDS	1149	adhB	1.1.1.1		Alcohol dehydrogenase 2
VP181_02487	CDS	651	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
VP181_02488	CDS	156				hypothetical protein
VP181_02489	CDS	903	yddG			Methyl viologen resistance protein YddG
VP181_02490	CDS	567				hypothetical protein
VP181_02491	CDS	117				hypothetical protein
VP181_02492	CDS	330				hypothetical protein
VP181_02493	CDS	330				hypothetical protein
VP181_02494	CDS	897				hypothetical protein
VP181_02495	CDS	879	yahB_2			putative HTH-type transcriptional regulator YahB
VP181_02496	CDS	576				hypothetical protein
VP181_02497	CDS	1971	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
VP181_02498	CDS	795	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
VP181_02499	CDS	339		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
VP181_02500	CDS	1770				hypothetical protein
VP181_02501	CDS	351				hypothetical protein
VP181_02502	CDS	309				hypothetical protein
VP181_02503	CDS	216				hypothetical protein
VP181_02504	CDS	1251	rhlE_4	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
VP181_02505	CDS	414			COG4628	DNA-binding protein
VP181_02506	CDS	1224	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
VP181_02507	CDS	249				hypothetical protein
VP181_02508	CDS	639	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
VP181_02509	CDS	264				hypothetical protein
VP181_02510	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
VP181_02511	CDS	1293	rhlE_5	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
VP181_02512	CDS	3021				hypothetical protein
VP181_02513	CDS	840				hypothetical protein
VP181_02514	CDS	735	iclR		COG1414	Transcriptional repressor IclR
VP181_02515	CDS	1467	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
VP181_02516	CDS	1455	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
VP181_02517	CDS	1551	aer_1		COG0840	Aerotaxis receptor
VP181_02518	CDS	174				hypothetical protein
VP181_02519	CDS	936	ybdO			putative HTH-type transcriptional regulator YbdO
VP181_02520	CDS	2370	atsA_4	3.1.6.1	COG3119	Arylsulfatase
VP181_02521	CDS	1239	chuR_3	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
VP181_02522	CDS	954	yidZ_2			HTH-type transcriptional regulator YidZ
VP181_02523	tRNA	91				tRNA-Ser(tga)
VP181_02524	CDS	681		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
VP181_02525	CDS	828	pstS1_2		COG0226	Phosphate-binding protein PstS 1
VP181_02526	CDS	354				hypothetical protein
VP181_02527	CDS	804	virF_1			Virulence regulon transcriptional activator VirF
VP181_02528	CDS	2007	rnb	3.1.13.1	COG4776	Exoribonuclease 2
VP181_02529	CDS	1932	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
VP181_02530	CDS	1539			COG2200	putative signaling protein
VP181_02531	CDS	1194	ackA_2	2.7.2.1	COG0282	Acetate kinase
VP181_02532	CDS	1314	bdlA_2		COG0840	Biofilm dispersion protein BdlA
VP181_02533	CDS	879				hypothetical protein
VP181_02534	CDS	552				hypothetical protein
VP181_02535	CDS	903	liuE_1	4.1.3.26	COG0119	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase
VP181_02536	CDS	846	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
VP181_02537	CDS	1605		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
VP181_02538	CDS	1170	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
VP181_02539	CDS	375	zntR_1		COG0789	HTH-type transcriptional regulator ZntR
VP181_02540	CDS	1227	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
VP181_02541	CDS	1494	mmsA_1	1.2.1.27	COG1012	Methylmalonate-semialdehyde dehydrogenase [acylating]
VP181_02542	CDS	1155	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
VP181_02543	CDS	786	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
VP181_02544	CDS	1137		4.2.1.150	COG1024	Crotonyl-CoA hydratase
VP181_02545	CDS	903	mmsB_1	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
VP181_02546	CDS	759	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
VP181_02547	CDS	882	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
VP181_02548	CDS	2037	cyoB	1.10.3.10	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
VP181_02549	CDS	603	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
VP181_02550	CDS	312	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
VP181_02551	CDS	867	cyoE	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
VP181_02552	CDS	516				hypothetical protein
VP181_02553	CDS	327				hypothetical protein
VP181_02554	CDS	1104		1.-.-.-		NADH oxidase
VP181_02555	CDS	1386		1.5.3.6		6-hydroxy-D-nicotine oxidase
VP181_02556	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
VP181_02557	CDS	744	artI		COG0834	Putative ABC transporter arginine-binding protein 2
VP181_02558	CDS	690	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
VP181_02559	CDS	669	artM		COG4160	Arginine ABC transporter permease protein ArtM
VP181_02560	CDS	537	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
VP181_02561	CDS	834	oxyR_2			Hydrogen peroxide-inducible genes activator
VP181_02562	CDS	648	sspA_2		COG0625	Stringent starvation protein A
VP181_02563	CDS	1662		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
VP181_02564	CDS	1155	bkdB	2.3.1.168	COG0508	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
VP181_02565	CDS	984	pdhB	1.2.4.1	COG0022	Pyruvate dehydrogenase E1 component subunit beta
VP181_02566	CDS	1095	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
VP181_02567	CDS	321				hypothetical protein
VP181_02568	CDS	627				hypothetical protein
VP181_02569	CDS	1353	dnaK_1		COG0443	Chaperone protein DnaK
VP181_02570	CDS	474				hypothetical protein
VP181_02571	CDS	462				hypothetical protein
VP181_02572	CDS	993				hypothetical protein
VP181_02573	CDS	681				hypothetical protein
VP181_02574	CDS	909	yclQ		COG4607	putative ABC transporter solute-binding protein YclQ
VP181_02575	CDS	936	fatD			Ferric-anguibactin transport system permease protein FatD
VP181_02576	CDS	951	fatC			Ferric-anguibactin transport system permease protein FatC
VP181_02577	CDS	756	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
VP181_02578	CDS	387	cueR_3		COG0789	HTH-type transcriptional regulator CueR
VP181_02579	CDS	987	rhaS_2			HTH-type transcriptional activator RhaS
VP181_02580	CDS	2007	bhuA			Heme transporter BhuA
VP181_02581	CDS	282				hypothetical protein
VP181_02582	CDS	252				hypothetical protein
VP181_02583	CDS	180				hypothetical protein
VP181_02584	CDS	1632	mcpQ_5		COG0840	Methyl-accepting chemotaxis protein McpQ
VP181_02585	CDS	1230	alr2_1	5.1.1.1	COG0787	Alanine racemase 2
VP181_02586	CDS	732	ygaZ_2		COG1296	Inner membrane protein YgaZ
VP181_02587	CDS	309				hypothetical protein
VP181_02588	CDS	1707	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
VP181_02589	CDS	903	dmlR_10			HTH-type transcriptional regulator DmlR
VP181_02590	tRNA	76				tRNA-Gly(gcc)
VP181_02591	tRNA	74				tRNA-Cys(gca)
VP181_02592	CDS	1455	viaA		COG2425	Protein ViaA
VP181_02593	CDS	1662	ravA	3.6.3.-	COG0714	ATPase RavA
VP181_02594	CDS	516	nudF_3	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
VP181_02595	CDS	1005	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
VP181_02596	CDS	318				Cytochrome c-554(548)
VP181_02597	CDS	1533				hypothetical protein
VP181_02598	CDS	996	doeB_1	3.5.1.125	COG3608	N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase
VP181_02599	CDS	1134	ydhC_1			Inner membrane transport protein YdhC
VP181_02600	CDS	831	nimR_3			HTH-type transcriptional regulator NimR
VP181_02601	CDS	522	blc		COG3040	Outer membrane lipoprotein Blc
VP181_02602	CDS	528				hypothetical protein
VP181_02603	CDS	525				hypothetical protein
VP181_02604	CDS	381				hypothetical protein
VP181_02605	CDS	3057	sbcC			Nuclease SbcCD subunit C
VP181_02606	CDS	1134	sbcD		COG0420	Nuclease SbcCD subunit D
VP181_02607	CDS	843				hypothetical protein
VP181_02608	CDS	291	rhsA	3.1.-.-	COG3209	putative deoxyribonuclease RhsA
VP181_02609	CDS	1836	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
VP181_02610	CDS	480	hcp1		COG3157	Protein hcp1
VP181_02611	CDS	2568	clpV1_1		COG0542	Protein ClpV1
VP181_02612	CDS	966				hypothetical protein
VP181_02613	CDS	1824				hypothetical protein
VP181_02614	CDS	465				hypothetical protein
VP181_02615	CDS	798				hypothetical protein
VP181_02616	CDS	1521				hypothetical protein
VP181_02617	CDS	1494				hypothetical protein
VP181_02618	CDS	531				hypothetical protein
VP181_02619	CDS	1122				hypothetical protein
